23,arabidopsis,5leaderP
46,arabidopsis,5leaderP
130,arabidopsis,CAGE
82,arabidopsis,5leaderP
87,arabidopsis,5leaderP
134,arabidopsis,5leaderP
119,arabidopsis,5leaderP
61,arabidopsis,CAGE
62,arabidopsis,5leaderP
78,arabidopsis,5leaderP
60,arabidopsis,5leaderP
121,arabidopsis,5leaderP
45,arabidopsis,5leaderP
53,arabidopsis,CAGE
136,arabidopsis,CAGE
59,arabidopsis,5leaderP
27,arabidopsis,CAGE
165,arabidopsis,5leaderP
186,arabidopsis,5leaderP
47,arabidopsis,5leaderP
112,arabidopsis,5leaderP
102,arabidopsis,5leaderP
64,arabidopsis,5leaderP
40,arabidopsis,5leaderP
83,arabidopsis,5leaderP
45,arabidopsis,CAGE
73,arabidopsis,CAGE
152,arabidopsis,5leaderP
105,arabidopsis,5leaderP
62,arabidopsis,CAGE
96,arabidopsis,5leaderP
116,arabidopsis,5leaderP
107,arabidopsis,CAGE
81,arabidopsis,5leaderP
83,arabidopsis,5leaderP
14,arabidopsis,CAGE
85,arabidopsis,CAGE
167,arabidopsis,CAGE
126,arabidopsis,5leaderP
248,arabidopsis,CAGE
150,arabidopsis,5leaderP
17,arabidopsis,CAGE
30,arabidopsis,CAGE
33,arabidopsis,CAGE
76,arabidopsis,CAGE
55,arabidopsis,CAGE
105,arabidopsis,5leaderP
68,arabidopsis,5leaderP
55,arabidopsis,CAGE
153,arabidopsis,5leaderP
37,arabidopsis,5leaderP
60,arabidopsis,CAGE
110,arabidopsis,CAGE
219,arabidopsis,CAGE
21,arabidopsis,5leaderP
126,arabidopsis,5leaderP
91,arabidopsis,CAGE
106,arabidopsis,CAGE
106,arabidopsis,CAGE
1,arabidopsis,5leaderP
108,arabidopsis,5leaderP
121,arabidopsis,CAGE
23,arabidopsis,CAGE
67,arabidopsis,5leaderP
74,arabidopsis,CAGE
82,arabidopsis,5leaderP
16,arabidopsis,5leaderP
101,arabidopsis,CAGE
51,arabidopsis,CAGE
67,arabidopsis,CAGE
88,arabidopsis,CAGE
103,arabidopsis,5leaderP
163,arabidopsis,CAGE
82,arabidopsis,5leaderP
128,arabidopsis,5leaderP
69,arabidopsis,5leaderP
62,arabidopsis,5leaderP
121,arabidopsis,5leaderP
106,arabidopsis,5leaderP
47,arabidopsis,CAGE
62,arabidopsis,CAGE
4,arabidopsis,5leaderP
41,arabidopsis,5leaderP
74,arabidopsis,5leaderP
71,arabidopsis,CAGE
2,arabidopsis,CAGE
160,arabidopsis,5leaderP
149,arabidopsis,5leaderP
161,arabidopsis,5leaderP
34,arabidopsis,CAGE
140,arabidopsis,CAGE
156,arabidopsis,CAGE
12,arabidopsis,CAGE
86,arabidopsis,CAGE
116,arabidopsis,5leaderP
47,arabidopsis,CAGE
19,arabidopsis,5leaderP
73,arabidopsis,5leaderP
172,arabidopsis,5leaderP
216,arabidopsis,5leaderP
167,arabidopsis,CAGE
76,arabidopsis,CAGE
123,arabidopsis,5leaderP
71,arabidopsis,5leaderP
85,arabidopsis,5leaderP
183,arabidopsis,CAGE
246,arabidopsis,CAGE
124,arabidopsis,CAGE
251,arabidopsis,CAGE
124,arabidopsis,CAGE
8,arabidopsis,CAGE
72,arabidopsis,CAGE
229,arabidopsis,CAGE
137,arabidopsis,5leaderP
180,arabidopsis,5leaderP
88,arabidopsis,CAGE
131,arabidopsis,CAGE
244,arabidopsis,CAGE
102,arabidopsis,5leaderP
0,arabidopsis,5leaderP
164,arabidopsis,CAGE
93,arabidopsis,CAGE
151,arabidopsis,CAGE
26,arabidopsis,CAGE
256,arabidopsis,CAGE
55,arabidopsis,5leaderP
77,arabidopsis,CAGE
132,arabidopsis,CAGE
76,arabidopsis,5leaderP
154,arabidopsis,5leaderP
76,arabidopsis,5leaderP
240,arabidopsis,CAGE
118,arabidopsis,CAGE
113,arabidopsis,5leaderP
128,arabidopsis,5leaderP
129,arabidopsis,5leaderP
116,arabidopsis,5leaderP
131,arabidopsis,CAGE
86,arabidopsis,CAGE
11,arabidopsis,5leaderP
75,arabidopsis,5leaderP
17,arabidopsis,CAGE
67,arabidopsis,CAGE
101,arabidopsis,CAGE
5,arabidopsis,CAGE
28,arabidopsis,CAGE
8,arabidopsis,CAGE
213,arabidopsis,CAGE
77,arabidopsis,5leaderP
75,arabidopsis,CAGE
176,arabidopsis,CAGE
115,arabidopsis,CAGE
192,arabidopsis,CAGE
167,arabidopsis,CAGE
65,arabidopsis,5leaderP
139,arabidopsis,CAGE
0,arabidopsis,5leaderP
115,arabidopsis,CAGE
220,arabidopsis,CAGE
104,arabidopsis,5leaderP
134,arabidopsis,5leaderP
35,arabidopsis,5leaderP
62,arabidopsis,5leaderP
55,arabidopsis,5leaderP
42,arabidopsis,CAGE
17,arabidopsis,5leaderP
50,arabidopsis,5leaderP
164,arabidopsis,CAGE
155,arabidopsis,CAGE
94,arabidopsis,5leaderP
32,arabidopsis,5leaderP
86,arabidopsis,5leaderP
141,arabidopsis,5leaderP
88,arabidopsis,5leaderP
86,arabidopsis,CAGE
71,arabidopsis,CAGE
212,arabidopsis,CAGE
31,arabidopsis,5leaderP
110,arabidopsis,5leaderP
4,arabidopsis,CAGE
48,arabidopsis,5leaderP
74,arabidopsis,5leaderP
130,arabidopsis,CAGE
98,arabidopsis,5leaderP
216,arabidopsis,CAGE
214,arabidopsis,CAGE
81,arabidopsis,5leaderP
64,arabidopsis,5leaderP
87,arabidopsis,5leaderP
27,arabidopsis,5leaderP
60,arabidopsis,5leaderP
116,arabidopsis,5leaderP
126,arabidopsis,CAGE
123,arabidopsis,CAGE
2,arabidopsis,CAGE
183,arabidopsis,5leaderP
146,arabidopsis,5leaderP
3,arabidopsis,CAGE
168,arabidopsis,5leaderP
153,arabidopsis,5leaderP
2,arabidopsis,5leaderP
110,arabidopsis,CAGE
196,arabidopsis,CAGE
140,arabidopsis,5leaderP
58,arabidopsis,CAGE
134,arabidopsis,5leaderP
60,arabidopsis,5leaderP
27,arabidopsis,5leaderP
31,arabidopsis,CAGE
32,arabidopsis,5leaderP
136,arabidopsis,CAGE
86,arabidopsis,5leaderP
112,arabidopsis,CAGE
33,arabidopsis,5leaderP
115,arabidopsis,CAGE
124,arabidopsis,CAGE
51,arabidopsis,CAGE
34,arabidopsis,CAGE
40,arabidopsis,CAGE
98,arabidopsis,5leaderP
148,arabidopsis,CAGE
155,arabidopsis,5leaderP
145,arabidopsis,5leaderP
83,arabidopsis,CAGE
115,arabidopsis,CAGE
121,arabidopsis,CAGE
24,arabidopsis,CAGE
48,arabidopsis,5leaderP
130,arabidopsis,CAGE
57,arabidopsis,5leaderP
3,arabidopsis,CAGE
239,arabidopsis,CAGE
255,arabidopsis,CAGE
181,arabidopsis,CAGE
116,arabidopsis,5leaderP
30,arabidopsis,5leaderP
46,arabidopsis,5leaderP
162,arabidopsis,CAGE
33,arabidopsis,5leaderP
126,arabidopsis,5leaderP
88,arabidopsis,CAGE
112,arabidopsis,CAGE
48,arabidopsis,5leaderP
133,arabidopsis,CAGE
72,arabidopsis,5leaderP
55,arabidopsis,CAGE
34,arabidopsis,5leaderP
17,arabidopsis,5leaderP
19,arabidopsis,CAGE
76,arabidopsis,5leaderP
46,arabidopsis,5leaderP
218,arabidopsis,CAGE
22,arabidopsis,5leaderP
28,arabidopsis,CAGE
16,arabidopsis,5leaderP
111,arabidopsis,CAGE
150,arabidopsis,CAGE
51,arabidopsis,CAGE
168,arabidopsis,CAGE
140,arabidopsis,CAGE
112,arabidopsis,CAGE
57,arabidopsis,5leaderP
28,arabidopsis,5leaderP
176,arabidopsis,5leaderP
88,arabidopsis,CAGE
86,arabidopsis,5leaderP
92,arabidopsis,5leaderP
163,arabidopsis,CAGE
79,arabidopsis,CAGE
57,arabidopsis,5leaderP
67,arabidopsis,5leaderP
106,arabidopsis,5leaderP
173,arabidopsis,5leaderP
65,arabidopsis,5leaderP
2,arabidopsis,CAGE
239,arabidopsis,CAGE
178,arabidopsis,5leaderP
98,arabidopsis,CAGE
55,arabidopsis,CAGE
82,arabidopsis,5leaderP
57,arabidopsis,CAGE
56,arabidopsis,CAGE
197,arabidopsis,CAGE
120,arabidopsis,CAGE
79,arabidopsis,CAGE
57,arabidopsis,CAGE
38,arabidopsis,CAGE
103,arabidopsis,5leaderP
20,arabidopsis,5leaderP
22,arabidopsis,5leaderP
136,arabidopsis,5leaderP
30,arabidopsis,CAGE
100,arabidopsis,CAGE
123,arabidopsis,5leaderP
52,arabidopsis,5leaderP
106,arabidopsis,CAGE
59,arabidopsis,5leaderP
56,arabidopsis,CAGE
88,arabidopsis,CAGE
139,arabidopsis,5leaderP
166,arabidopsis,CAGE
71,arabidopsis,5leaderP
36,arabidopsis,CAGE
149,arabidopsis,CAGE
146,arabidopsis,CAGE
135,arabidopsis,5leaderP
173,arabidopsis,CAGE
110,arabidopsis,5leaderP
99,arabidopsis,5leaderP
98,arabidopsis,5leaderP
22,arabidopsis,5leaderP
95,arabidopsis,5leaderP
50,arabidopsis,5leaderP
50,arabidopsis,5leaderP
71,arabidopsis,5leaderP
143,arabidopsis,5leaderP
50,arabidopsis,CAGE
6,arabidopsis,CAGE
26,arabidopsis,CAGE
54,arabidopsis,CAGE
94,arabidopsis,5leaderP
106,arabidopsis,CAGE
13,arabidopsis,CAGE
155,arabidopsis,CAGE
77,arabidopsis,5leaderP
13,arabidopsis,CAGE
90,arabidopsis,CAGE
111,arabidopsis,5leaderP
121,arabidopsis,CAGE
88,arabidopsis,5leaderP
83,arabidopsis,5leaderP
203,arabidopsis,5leaderP
196,arabidopsis,CAGE
96,arabidopsis,5leaderP
123,arabidopsis,CAGE
164,arabidopsis,CAGE
40,arabidopsis,CAGE
81,arabidopsis,5leaderP
55,arabidopsis,CAGE
68,arabidopsis,5leaderP
55,arabidopsis,CAGE
29,arabidopsis,5leaderP
194,arabidopsis,CAGE
24,arabidopsis,CAGE
14,arabidopsis,CAGE
174,arabidopsis,CAGE
65,arabidopsis,CAGE
61,arabidopsis,CAGE
90,arabidopsis,5leaderP
63,arabidopsis,CAGE
79,arabidopsis,5leaderP
86,arabidopsis,CAGE
136,arabidopsis,CAGE
193,arabidopsis,CAGE
193,arabidopsis,CAGE
67,arabidopsis,5leaderP
63,arabidopsis,CAGE
178,arabidopsis,5leaderP
111,arabidopsis,CAGE
135,arabidopsis,CAGE
11,arabidopsis,5leaderP
172,arabidopsis,5leaderP
145,arabidopsis,CAGE
26,arabidopsis,5leaderP
28,arabidopsis,CAGE
146,arabidopsis,5leaderP
4,arabidopsis,5leaderP
41,arabidopsis,5leaderP
73,arabidopsis,CAGE
0,arabidopsis,CAGE
226,arabidopsis,CAGE
28,arabidopsis,5leaderP
61,arabidopsis,CAGE
134,arabidopsis,CAGE
167,arabidopsis,CAGE
32,arabidopsis,CAGE
94,arabidopsis,5leaderP
57,arabidopsis,5leaderP
28,arabidopsis,CAGE
149,arabidopsis,5leaderP
101,arabidopsis,5leaderP
0,arabidopsis,CAGE
157,arabidopsis,5leaderP
49,arabidopsis,CAGE
90,arabidopsis,5leaderP
158,arabidopsis,CAGE
141,arabidopsis,CAGE
51,arabidopsis,CAGE
76,arabidopsis,5leaderP
50,arabidopsis,5leaderP
9,arabidopsis,CAGE
181,arabidopsis,CAGE
145,arabidopsis,CAGE
53,arabidopsis,5leaderP
29,arabidopsis,CAGE
144,arabidopsis,CAGE
0,arabidopsis,5leaderP
22,arabidopsis,5leaderP
214,arabidopsis,5leaderP
75,arabidopsis,CAGE
65,arabidopsis,5leaderP
32,arabidopsis,CAGE
132,arabidopsis,CAGE
0,arabidopsis,CAGE
96,arabidopsis,5leaderP
15,arabidopsis,5leaderP
141,arabidopsis,5leaderP
87,arabidopsis,5leaderP
81,arabidopsis,5leaderP
41,arabidopsis,5leaderP
79,arabidopsis,CAGE
80,arabidopsis,CAGE
55,arabidopsis,5leaderP
14,arabidopsis,CAGE
80,arabidopsis,5leaderP
90,arabidopsis,5leaderP
141,arabidopsis,5leaderP
22,arabidopsis,CAGE
15,arabidopsis,CAGE
173,arabidopsis,5leaderP
49,arabidopsis,5leaderP
3,arabidopsis,CAGE
10,arabidopsis,CAGE
138,arabidopsis,5leaderP
131,arabidopsis,CAGE
62,arabidopsis,5leaderP
50,arabidopsis,CAGE
18,arabidopsis,5leaderP
30,arabidopsis,5leaderP
159,arabidopsis,5leaderP
73,arabidopsis,5leaderP
54,arabidopsis,CAGE
77,arabidopsis,5leaderP
22,arabidopsis,5leaderP
124,arabidopsis,CAGE
36,arabidopsis,5leaderP
1,arabidopsis,5leaderP
134,arabidopsis,5leaderP
1,arabidopsis,CAGE
162,arabidopsis,CAGE
61,arabidopsis,5leaderP
117,arabidopsis,5leaderP
224,arabidopsis,5leaderP
8,arabidopsis,CAGE
250,arabidopsis,CAGE
65,arabidopsis,5leaderP
251,arabidopsis,CAGE
60,arabidopsis,CAGE
4,arabidopsis,CAGE
178,arabidopsis,5leaderP
136,arabidopsis,5leaderP
86,arabidopsis,CAGE
90,arabidopsis,CAGE
18,arabidopsis,CAGE
155,arabidopsis,CAGE
136,arabidopsis,CAGE
140,arabidopsis,CAGE
175,arabidopsis,5leaderP
155,arabidopsis,5leaderP
21,arabidopsis,CAGE
169,arabidopsis,CAGE
39,arabidopsis,5leaderP
138,arabidopsis,5leaderP
190,arabidopsis,5leaderP
117,arabidopsis,CAGE
54,arabidopsis,CAGE
106,arabidopsis,CAGE
121,arabidopsis,CAGE
57,arabidopsis,5leaderP
3,arabidopsis,CAGE
71,arabidopsis,5leaderP
31,arabidopsis,CAGE
19,arabidopsis,5leaderP
51,arabidopsis,CAGE
6,arabidopsis,5leaderP
38,arabidopsis,5leaderP
157,arabidopsis,CAGE
204,arabidopsis,CAGE
4,arabidopsis,5leaderP
61,arabidopsis,CAGE
52,arabidopsis,CAGE
167,arabidopsis,5leaderP
101,arabidopsis,5leaderP
50,arabidopsis,5leaderP
3,arabidopsis,5leaderP
10,arabidopsis,5leaderP
11,arabidopsis,CAGE
141,arabidopsis,CAGE
29,arabidopsis,CAGE
89,arabidopsis,5leaderP
176,arabidopsis,5leaderP
25,arabidopsis,CAGE
109,arabidopsis,5leaderP
20,arabidopsis,CAGE
19,arabidopsis,CAGE
102,arabidopsis,5leaderP
45,arabidopsis,5leaderP
49,arabidopsis,CAGE
96,arabidopsis,5leaderP
130,arabidopsis,CAGE
78,arabidopsis,CAGE
47,arabidopsis,CAGE
35,arabidopsis,5leaderP
97,arabidopsis,CAGE
102,arabidopsis,5leaderP
138,arabidopsis,5leaderP
4,arabidopsis,CAGE
123,arabidopsis,5leaderP
28,arabidopsis,5leaderP
178,arabidopsis,CAGE
19,arabidopsis,CAGE
72,arabidopsis,5leaderP
102,arabidopsis,CAGE
131,arabidopsis,5leaderP
2,arabidopsis,CAGE
53,arabidopsis,5leaderP
86,arabidopsis,5leaderP
66,arabidopsis,5leaderP
1,arabidopsis,CAGE
131,arabidopsis,5leaderP
224,arabidopsis,CAGE
126,arabidopsis,5leaderP
19,arabidopsis,CAGE
21,arabidopsis,CAGE
3,arabidopsis,CAGE
116,arabidopsis,CAGE
99,arabidopsis,5leaderP
48,arabidopsis,CAGE
12,arabidopsis,CAGE
43,arabidopsis,5leaderP
36,arabidopsis,CAGE
136,arabidopsis,CAGE
62,arabidopsis,5leaderP
14,arabidopsis,5leaderP
72,arabidopsis,CAGE
155,arabidopsis,CAGE
43,arabidopsis,5leaderP
140,arabidopsis,5leaderP
48,arabidopsis,CAGE
27,arabidopsis,CAGE
87,arabidopsis,5leaderP
100,arabidopsis,5leaderP
52,arabidopsis,5leaderP
64,arabidopsis,CAGE
62,arabidopsis,CAGE
141,arabidopsis,CAGE
62,arabidopsis,CAGE
28,arabidopsis,CAGE
103,arabidopsis,CAGE
15,arabidopsis,CAGE
147,arabidopsis,5leaderP
206,arabidopsis,5leaderP
22,arabidopsis,CAGE
71,arabidopsis,5leaderP
119,arabidopsis,CAGE
151,arabidopsis,5leaderP
124,arabidopsis,CAGE
3,arabidopsis,CAGE
0,arabidopsis,CAGE
100,arabidopsis,5leaderP
108,arabidopsis,5leaderP
96,arabidopsis,5leaderP
224,arabidopsis,CAGE
231,arabidopsis,CAGE
207,arabidopsis,CAGE
58,arabidopsis,5leaderP
53,arabidopsis,5leaderP
156,arabidopsis,CAGE
64,arabidopsis,5leaderP
83,arabidopsis,5leaderP
101,arabidopsis,CAGE
45,arabidopsis,CAGE
91,arabidopsis,5leaderP
27,arabidopsis,5leaderP
19,arabidopsis,5leaderP
150,arabidopsis,CAGE
38,arabidopsis,5leaderP
190,arabidopsis,CAGE
15,arabidopsis,CAGE
249,arabidopsis,CAGE
8,arabidopsis,5leaderP
233,arabidopsis,CAGE
50,arabidopsis,CAGE
92,arabidopsis,5leaderP
109,arabidopsis,5leaderP
96,arabidopsis,CAGE
145,arabidopsis,CAGE
199,arabidopsis,CAGE
120,arabidopsis,CAGE
55,arabidopsis,CAGE
15,arabidopsis,5leaderP
172,arabidopsis,CAGE
132,arabidopsis,5leaderP
119,arabidopsis,CAGE
0,arabidopsis,CAGE
134,arabidopsis,CAGE
161,arabidopsis,CAGE
101,arabidopsis,5leaderP
133,arabidopsis,5leaderP
22,arabidopsis,5leaderP
82,arabidopsis,CAGE
54,arabidopsis,5leaderP
152,arabidopsis,CAGE
171,arabidopsis,CAGE
66,arabidopsis,CAGE
61,arabidopsis,CAGE
114,arabidopsis,5leaderP
122,arabidopsis,CAGE
158,arabidopsis,CAGE
84,arabidopsis,5leaderP
141,arabidopsis,5leaderP
112,arabidopsis,CAGE
36,arabidopsis,5leaderP
201,arabidopsis,CAGE
27,arabidopsis,CAGE
167,arabidopsis,CAGE
55,arabidopsis,5leaderP
8,arabidopsis,5leaderP
14,arabidopsis,CAGE
1,arabidopsis,CAGE
75,arabidopsis,CAGE
50,arabidopsis,CAGE
165,arabidopsis,CAGE
75,arabidopsis,CAGE
23,arabidopsis,5leaderP
18,arabidopsis,5leaderP
97,arabidopsis,5leaderP
20,arabidopsis,5leaderP
149,arabidopsis,5leaderP
66,arabidopsis,5leaderP
29,arabidopsis,5leaderP
138,arabidopsis,5leaderP
68,arabidopsis,CAGE
42,arabidopsis,5leaderP
40,arabidopsis,5leaderP
195,arabidopsis,CAGE
104,arabidopsis,CAGE
16,arabidopsis,5leaderP
150,arabidopsis,CAGE
28,arabidopsis,CAGE
139,arabidopsis,CAGE
30,arabidopsis,5leaderP
139,arabidopsis,CAGE
33,arabidopsis,5leaderP
30,arabidopsis,CAGE
7,arabidopsis,5leaderP
58,arabidopsis,CAGE
74,arabidopsis,5leaderP
109,arabidopsis,CAGE
193,arabidopsis,CAGE
147,arabidopsis,5leaderP
175,arabidopsis,CAGE
67,arabidopsis,5leaderP
252,arabidopsis,CAGE
250,arabidopsis,CAGE
62,arabidopsis,5leaderP
57,arabidopsis,5leaderP
104,arabidopsis,CAGE
23,arabidopsis,CAGE
188,arabidopsis,CAGE
187,arabidopsis,CAGE
56,arabidopsis,5leaderP
232,arabidopsis,CAGE
232,arabidopsis,CAGE
39,arabidopsis,5leaderP
184,arabidopsis,5leaderP
124,arabidopsis,CAGE
194,arabidopsis,CAGE
68,arabidopsis,CAGE
184,arabidopsis,CAGE
13,arabidopsis,CAGE
117,arabidopsis,CAGE
133,arabidopsis,CAGE
161,arabidopsis,5leaderP
43,arabidopsis,5leaderP
170,arabidopsis,CAGE
180,arabidopsis,CAGE
213,arabidopsis,CAGE
94,arabidopsis,CAGE
59,arabidopsis,CAGE
91,arabidopsis,CAGE
31,arabidopsis,5leaderP
85,arabidopsis,CAGE
65,arabidopsis,CAGE
118,arabidopsis,5leaderP
0,arabidopsis,5leaderP
10,arabidopsis,CAGE
197,arabidopsis,CAGE
139,arabidopsis,5leaderP
130,arabidopsis,5leaderP
43,arabidopsis,CAGE
198,arabidopsis,5leaderP
95,arabidopsis,CAGE
94,arabidopsis,CAGE
132,arabidopsis,5leaderP
11,arabidopsis,CAGE
180,arabidopsis,CAGE
98,arabidopsis,CAGE
57,arabidopsis,5leaderP
65,arabidopsis,CAGE
59,arabidopsis,5leaderP
114,arabidopsis,CAGE
51,arabidopsis,CAGE
144,arabidopsis,5leaderP
146,arabidopsis,CAGE
124,arabidopsis,CAGE
152,arabidopsis,5leaderP
93,arabidopsis,CAGE
152,arabidopsis,5leaderP
17,arabidopsis,5leaderP
86,arabidopsis,5leaderP
55,arabidopsis,CAGE
69,arabidopsis,CAGE
118,arabidopsis,CAGE
11,arabidopsis,5leaderP
10,arabidopsis,CAGE
65,arabidopsis,CAGE
48,arabidopsis,CAGE
126,arabidopsis,CAGE
7,arabidopsis,5leaderP
97,arabidopsis,CAGE
48,arabidopsis,CAGE
43,arabidopsis,CAGE
90,arabidopsis,CAGE
59,arabidopsis,CAGE
184,arabidopsis,CAGE
177,arabidopsis,5leaderP
55,arabidopsis,5leaderP
46,arabidopsis,5leaderP
77,arabidopsis,CAGE
55,arabidopsis,5leaderP
73,arabidopsis,CAGE
236,arabidopsis,CAGE
82,arabidopsis,5leaderP
35,arabidopsis,5leaderP
154,arabidopsis,5leaderP
111,arabidopsis,CAGE
88,arabidopsis,5leaderP
140,arabidopsis,CAGE
72,arabidopsis,5leaderP
62,arabidopsis,5leaderP
32,arabidopsis,5leaderP
63,arabidopsis,CAGE
65,arabidopsis,CAGE
195,arabidopsis,CAGE
104,arabidopsis,5leaderP
238,arabidopsis,CAGE
25,arabidopsis,CAGE
67,arabidopsis,5leaderP
177,arabidopsis,CAGE
0,arabidopsis,CAGE
29,arabidopsis,5leaderP
230,arabidopsis,CAGE
12,arabidopsis,CAGE
15,arabidopsis,5leaderP
52,arabidopsis,5leaderP
44,arabidopsis,CAGE
40,arabidopsis,CAGE
80,arabidopsis,5leaderP
214,arabidopsis,CAGE
185,arabidopsis,5leaderP
5,arabidopsis,5leaderP
3,arabidopsis,5leaderP
36,arabidopsis,CAGE
56,arabidopsis,5leaderP
52,arabidopsis,CAGE
65,arabidopsis,CAGE
31,arabidopsis,5leaderP
66,arabidopsis,CAGE
137,arabidopsis,5leaderP
159,arabidopsis,CAGE
177,arabidopsis,5leaderP
186,arabidopsis,CAGE
232,arabidopsis,5leaderP
78,arabidopsis,5leaderP
57,arabidopsis,5leaderP
163,arabidopsis,5leaderP
102,arabidopsis,CAGE
111,arabidopsis,CAGE
35,arabidopsis,5leaderP
136,arabidopsis,5leaderP
8,arabidopsis,5leaderP
8,arabidopsis,5leaderP
85,arabidopsis,5leaderP
6,arabidopsis,CAGE
103,arabidopsis,5leaderP
99,arabidopsis,5leaderP
51,arabidopsis,CAGE
44,arabidopsis,5leaderP
37,arabidopsis,CAGE
31,arabidopsis,5leaderP
46,arabidopsis,CAGE
148,arabidopsis,CAGE
70,arabidopsis,5leaderP
56,arabidopsis,CAGE
161,arabidopsis,CAGE
64,arabidopsis,5leaderP
9,arabidopsis,5leaderP
0,arabidopsis,CAGE
68,arabidopsis,CAGE
67,arabidopsis,5leaderP
8,arabidopsis,CAGE
98,arabidopsis,5leaderP
50,arabidopsis,CAGE
0,arabidopsis,5leaderP
4,arabidopsis,CAGE
88,arabidopsis,5leaderP
207,arabidopsis,CAGE
103,arabidopsis,5leaderP
34,arabidopsis,CAGE
114,arabidopsis,CAGE
169,arabidopsis,5leaderP
24,arabidopsis,5leaderP
202,arabidopsis,5leaderP
4,arabidopsis,5leaderP
138,arabidopsis,5leaderP
249,arabidopsis,CAGE
184,arabidopsis,CAGE
20,arabidopsis,5leaderP
186,arabidopsis,5leaderP
4,arabidopsis,CAGE
150,arabidopsis,CAGE
156,arabidopsis,5leaderP
122,arabidopsis,5leaderP
123,arabidopsis,CAGE
25,arabidopsis,5leaderP
50,arabidopsis,5leaderP
113,arabidopsis,5leaderP
56,arabidopsis,5leaderP
78,arabidopsis,CAGE
28,arabidopsis,5leaderP
58,arabidopsis,5leaderP
176,arabidopsis,5leaderP
159,arabidopsis,5leaderP
165,arabidopsis,CAGE
197,arabidopsis,CAGE
131,arabidopsis,5leaderP
63,arabidopsis,5leaderP
87,arabidopsis,CAGE
201,arabidopsis,CAGE
63,arabidopsis,CAGE
159,arabidopsis,5leaderP
56,arabidopsis,CAGE
136,arabidopsis,5leaderP
83,arabidopsis,5leaderP
195,arabidopsis,CAGE
131,arabidopsis,CAGE
151,arabidopsis,CAGE
149,arabidopsis,CAGE
64,arabidopsis,5leaderP
220,arabidopsis,CAGE
91,arabidopsis,5leaderP
99,arabidopsis,5leaderP
93,arabidopsis,5leaderP
58,arabidopsis,5leaderP
81,arabidopsis,5leaderP
2,arabidopsis,CAGE
52,arabidopsis,5leaderP
250,arabidopsis,CAGE
103,arabidopsis,CAGE
51,arabidopsis,5leaderP
11,arabidopsis,5leaderP
34,arabidopsis,CAGE
5,arabidopsis,5leaderP
48,arabidopsis,CAGE
56,arabidopsis,5leaderP
27,arabidopsis,5leaderP
75,arabidopsis,5leaderP
111,arabidopsis,5leaderP
164,arabidopsis,CAGE
102,arabidopsis,CAGE
54,arabidopsis,5leaderP
14,arabidopsis,CAGE
170,arabidopsis,CAGE
153,arabidopsis,CAGE
41,arabidopsis,CAGE
129,arabidopsis,5leaderP
7,arabidopsis,CAGE
36,arabidopsis,CAGE
21,arabidopsis,CAGE
159,arabidopsis,5leaderP
102,arabidopsis,CAGE
213,arabidopsis,CAGE
77,arabidopsis,5leaderP
37,arabidopsis,CAGE
138,arabidopsis,CAGE
7,arabidopsis,5leaderP
45,arabidopsis,5leaderP
179,arabidopsis,CAGE
39,arabidopsis,5leaderP
47,arabidopsis,5leaderP
191,arabidopsis,CAGE
21,arabidopsis,5leaderP
96,arabidopsis,CAGE
171,arabidopsis,CAGE
72,arabidopsis,5leaderP
196,arabidopsis,CAGE
84,arabidopsis,5leaderP
4,arabidopsis,5leaderP
19,arabidopsis,CAGE
26,arabidopsis,5leaderP
189,arabidopsis,CAGE
192,arabidopsis,5leaderP
7,arabidopsis,5leaderP
92,arabidopsis,CAGE
139,arabidopsis,CAGE
143,arabidopsis,CAGE
34,arabidopsis,CAGE
64,arabidopsis,5leaderP
70,arabidopsis,5leaderP
97,arabidopsis,5leaderP
157,arabidopsis,CAGE
132,arabidopsis,5leaderP
255,arabidopsis,CAGE
38,arabidopsis,5leaderP
59,arabidopsis,5leaderP
60,arabidopsis,CAGE
112,arabidopsis,5leaderP
73,arabidopsis,5leaderP
240,arabidopsis,CAGE
4,arabidopsis,5leaderP
127,arabidopsis,CAGE
34,arabidopsis,CAGE
125,arabidopsis,CAGE
120,arabidopsis,CAGE
207,arabidopsis,CAGE
92,arabidopsis,5leaderP
135,arabidopsis,CAGE
122,arabidopsis,CAGE
71,arabidopsis,CAGE
21,arabidopsis,CAGE
30,arabidopsis,5leaderP
137,arabidopsis,CAGE
40,arabidopsis,CAGE
242,arabidopsis,CAGE
22,arabidopsis,CAGE
88,arabidopsis,5leaderP
144,arabidopsis,5leaderP
147,arabidopsis,5leaderP
132,arabidopsis,CAGE
75,arabidopsis,CAGE
65,arabidopsis,CAGE
30,arabidopsis,CAGE
6,arabidopsis,5leaderP
9,arabidopsis,5leaderP
8,arabidopsis,5leaderP
66,arabidopsis,CAGE
55,arabidopsis,CAGE
31,arabidopsis,CAGE
253,arabidopsis,CAGE
63,arabidopsis,5leaderP
11,arabidopsis,CAGE
25,arabidopsis,CAGE
62,arabidopsis,5leaderP
9,arabidopsis,5leaderP
250,arabidopsis,CAGE
198,arabidopsis,5leaderP
212,arabidopsis,CAGE
212,arabidopsis,CAGE
64,arabidopsis,5leaderP
91,arabidopsis,CAGE
188,arabidopsis,5leaderP
157,arabidopsis,CAGE
134,arabidopsis,CAGE
53,arabidopsis,5leaderP
63,arabidopsis,5leaderP
88,arabidopsis,5leaderP
